# Riot Stars main-script translation batch 016
# dumps/script_unique.txt DATA lines 815-869 - 55 unique lines / 55 message instances
#   / 4,251 readable JP characters.
#   NUMBERING: "DATA line" = 1-based index among NON-BLANK, NON-COMMENT lines of
#   script_unique.txt.  FILE line (what grep -n prints) = DATA + 5.  So this unit is
#   FILE lines 820-874.  glossary.md 9's wave-10 seed block uses the same DATA index.
# Banks, verified against dumps/script_dump.txt at drafting, not taken from the dispatch:
#   21 (D815-838), 22 (D839-849), 23 (D850-865), 24 (D866-869).  All four have tens of
#   kilobytes free; bank capacity constrains nothing in this unit.
# Theme: four strands.
#   815-821  the fairy village after the forest chapter - two fairies who now thank the
#            party, the Pixie explaining her class, and the one who still will not trust
#            humans.  818 cites Lady Phyllis.
#   822-825  the island - a boy whose parents the demons killed, and an elder on the
#            ancient civilisation and the peace that has returned.
#   826-837  the town NPCs who teach the battle system (portrait 0x09, three voices:
#            a blunt 'daze' speaker, one woman, one polite).  838 is a party member's
#            hearsay about the sanctuary in the eastern forest.
#   839-849  the insurance office: the closed-door sign, the greeting, the menu, the
#            condolence-payment explanation and the payout branches.
#   850-869  the port: the ferryman who refuses, the dock pedlar selling "North Wind
#            Syrup", the free-passage captain, and 863/865, the two long cutscenes.
# 863 is the port-warehouse scene in which Princess Cavia presents Prince Hoag and the
#   coup is explained.  Its second half is the SAME SCENE as batch_012's D390: 35 of its
#   49 non-empty slots have a byte-identical Japanese twin there, and every one of them
#   takes batch_012's shipped English verbatim, line flow included.
# 865 is the main-script twin of battle chunk 37's own scene (glossary 9's MARSH row
#   names FILE 870 = this DATA 865).  16 slots are lifted byte-identically from merged
#   tl/battle/chunk_037.txt body lines 14 and 17, paired POSITIONALLY against
#   dumps/battle_dump.txt - a shipped battle chunk holds no Japanese, so a grep of tl/
#   would have found none of them.
# Reuses that gate 6 binds byte-for-byte inside this unit's own window:
#   847  '他にご用はございますか？'  identical to batch_006 L35.
#   845/859/867  the '　はい / 　いいえ' menu - identical to batch_006 L40.
#   863 slot 42  'さん、こちらです。'  identical to batch_012 D386.
#   864  its last two messages are identical to 863's, and take 863's English.
#   865  'お前たちなら…我々が背後を守ろう。' identical to chunk_037 body 17.
# Inserts: {FFEC}{=00}{=00} is the player name and rowcheck counts it as 7 columns;
#   {FFEC}{=00}{=01} and {FFEC}{=00}{=02} are numbers and NEITHER tool counts those, so
#   rows carrying them (843, 844) are BOUNDED, not measured.  See the PR's Flags.
# Every column width in this file was measured with len() by a script that reproduces
#   assemble.py's own run-splitting; none was hand-counted.
1	{FB00}{=01}{=6A}{=00}{=00}{FCB0}{=00}{=00}{=00}{=01}{FC51}この前は、ありがとう！{FFFE}人間て　いっても、{FFFE}悪いヤツばかりじゃ{FFFE}ないよね。{FC30}{FFF2}{=00}{=40}	{FB00}{=01}{=6A}{=00}{=00}{FCB0}{=00}{=00}{=00}{=01}{FC51}Ｔｈａｎｋ　ｙｏｕ　ｆｏｒ　ｔｈｅ　ｏｔｈｅｒ{FFFE}ｄａｙ！　Ｅｖｅｎ　ｉｆ　ｔｈｅｙ’ｒｅ{FFFE}ｈｕｍａｎｓ，　ｎｏｔ　ａｌｌ　ｏｆ　ｔｈｅｍ{FFFE}ａｒｅ　ｂａｄ，　ａｒｅ　ｔｈｅｙ．{FC30}{FFF2}{=00}{=40}
1	{FB00}{=01}{=69}{=00}{=00}{FCB0}{=00}{=00}{=00}{=01}{FC51}この前は、助かりました。{FFFE}でも、私たちは　まだ{FFFE}あなたたち　人間を{FFFE}信用しては　いません。{FCC0}{FFFE}少しでも{FFFE}おかしなことをしたら、{FFFE}ここから{FFFE}出ていってもらいます。{FC30}{FFF2}{=00}{=41}	{FB00}{=01}{=69}{=00}{=00}{FCB0}{=00}{=00}{=00}{=01}{FC51}Ｙｏｕ　ｓａｖｅｄ　ｕｓ　ｔｈｅ　ｏｔｈｅｒ{FFFE}ｄａｙ．　Ｂｕｔ，　ｗｅ　ｄｏ　ｎｏｔ{FFFE}ｙｅｔ　ｔｒｕｓｔ　ｙｏｕ　ｈｕｍａｎｓ．{FCC0}{FFFE}Ｉｆ　ｙｏｕ　ｄｏ　ａｎｙｔｈｉｎｇ{FFFE}ｔｈｅ　ｌｅａｓｔ　ｂｉｔ　ｓｔｒａｎｇｅ，{FFFE}ｗｅ　ｓｈａｌｌ　ｈａｖｅ　ｙｏｕ　ｌｅａｖｅ{FFFE}ｔｈｉｓ　ｐｌａｃｅ．{FC30}{FFF2}{=00}{=41}
1	{FB00}{=00}{=C2}{=00}{=00}{FCB0}{=00}{=00}{=00}{=01}{FC51}わたしたちピクシーは、{FFFE}リーダーが魔法使いの時は{FFFE}補助魔法を使って、{FCC0}{FFFE}リーダーの魔法を{FFFE}パワーアップさせることが{FFFE}できるの。{FFFE}{FCC0}せーちょーすれば、{FFFE}自分で攻撃魔法も{FFFE}使えるように{FFFE}なるんだけどね。{FC30}{FFF1}{=00}{=40}{FFF1}{=00}{=41}	{FB00}{=00}{=C2}{=00}{=00}{FCB0}{=00}{=00}{=00}{=01}{FC51}Ｗｈｅｎ　ｔｈｅ　ｌｅａｄｅｒ　ｉｓ　ａ{FFFE}ｍａｇｉｃ　ｕｓｅｒ，　ｗｅ　Ｐｉｘｉｅｓ{FFFE}ｕｓｅ　ｓｕｐｐｏｒｔ　ｍａｇｉｃ，{FCC0}{FFFE}ａｎｄ　ｃａｎ　ｒａｉｓｅ　ｔｈｅ{FFFE}ｐｏｗｅｒ　ｏｆ　ｔｈｅ　ｌｅａｄｅｒ’ｓ{FFFE}ｍａｇｉｃ．{FFFE}{FCC0}Ｏｎｃｅ　ｗｅ　ｇｒｏｗ，{FFFE}ｗｅ　ｃａｎ　ｕｓｅ　ａｔｔａｃｋ　ｍａｇｉｃ{FFFE}ｏｕｒｓｅｌｖｅｓ　ｔｏｏ，{FFFE}ｔｈｏｕｇｈ．{FC30}{FFF1}{=00}{=40}{FFF1}{=00}{=41}
1	{FB00}{=01}{=6A}{=00}{=00}{FCB0}{=00}{=00}{=00}{=01}{FC51}フィリス様から聞いたわ。{FFFE}まだまだ{FFFE}争い事が続くそうね。{FFFE}大変だけど頑張ってね。{FC30}{FFF2}{=00}{=40}	{FB00}{=01}{=6A}{=00}{=00}{FCB0}{=00}{=00}{=00}{=01}{FC51}Ｌａｄｙ　Ｐｈｙｌｌｉｓ　ｔｏｌｄ　ｍｅ．{FFFE}Ｓｔｒｉｆｅ　ｗｉｌｌ　ｇｏ　ｏｎ　ｆｏｒ{FFFE}ａ　ｗｈｉｌｅ　ｙｅｔ，　ｔｈｅｙ　ｓａｙ．{FFFE}Ｈａｒｄ，　ｂｕｔ　ｄｏ　ｙｏｕｒ　ｂｅｓｔ．{FC30}{FFF2}{=00}{=40}
1	{FB00}{=01}{=69}{=00}{=00}{FCB0}{=00}{=00}{=00}{=01}{FC51}人間たちは　戦争だとかで{FFFE}かつての仲間同士で{FFFE}争い合うことが{FFFE}あるそうですね。{FCC0}{FFFE}私たち　妖精には{FFFE}とても考えられません。{FFFE}やはり、あなたたち{FFFE}人間は信用できない。{FC30}{FFF1}{=00}{=40}	{FB00}{=01}{=69}{=00}{=00}{FCB0}{=00}{=00}{=00}{=01}{FC51}Ｉｎ　ｗａｒ　ａｎｄ　ｔｈｅ　ｌｉｋｅ，{FFFE}ｈｕｍａｎｓ　ｆｉｇｈｔ　ｗｉｔｈ　ｔｈｏｓｅ{FFFE}ｗｈｏ　ｗｅｒｅ　ｏｎｃｅ　ｔｈｅｉｒ　ｏｗｎ{FFFE}ｃｏｍｒａｄｅｓ，　ｔｈｅｙ　ｓａｙ．{FCC0}{FFFE}Ｔｏ　ｕｓ　ｆａｉｒｉｅｓ　ｉｔ　ｉｓ{FFFE}ｕｎｔｈｉｎｋａｂｌｅ．　Ｊｕｓｔ　ａｓ{FFFE}Ｉ　ｔｈｏｕｇｈｔ，　ｙｏｕ　ｈｕｍａｎｓ{FFFE}ｃａｎｎｏｔ　ｂｅ　ｔｒｕｓｔｅｄ．{FC30}{FFF1}{=00}{=40}
1	{FB00}{=01}{=6A}{=00}{=00}{FCB0}{=00}{=00}{=00}{=01}{FC51}カーラインと帝国は{FFFE}同盟を結んだそうね。{FFFE}でも{FFFE}この森だけは安全だわ。{FC30}{FFF2}{=00}{=40}	{FB00}{=01}{=6A}{=00}{=00}{FCB0}{=00}{=00}{=00}{=01}{FC51}Ｔｈｅｙ　ｓａｙ　Ｃａｒｌｉｎｅ　ａｎｄ{FFFE}ｔｈｅ　Ｅｍｐｉｒｅ　ｈａｖｅ　ｍａｄｅ{FFFE}ａｎ　ａｌｌｉａｎｃｅ．　Ｂｕｔ　ｔｈｉｓ{FFFE}ｆｏｒｅｓｔ　ａｌｏｎｅ　ｉｓ　ｓａｆｅ．{FC30}{FFF2}{=00}{=40}
1	{FB00}{=01}{=69}{=00}{=00}{FCB0}{=00}{=00}{=00}{=01}{FC51}この争いに終止符を{FFFE}うつためには{FFFE}誰かが立ち上がらないと{FFFE}いけないのですね。{FC30}{FFF1}{=00}{=40}	{FB00}{=01}{=69}{=00}{=00}{FCB0}{=00}{=00}{=00}{=01}{FC51}Ｔｏ　ｐｕｔ　ａｎ　ｅｎｄ　ｔｏ　ｔｈｉｓ{FFFE}ｓｔｒｉｆｅ，　ｓｏｍｅｏｎｅ　ｍｕｓｔ{FFFE}ｓｔａｎｄ　ｕｐ，{FFFE}ｍｕｓｔ　ｔｈｅｙ　ｎｏｔ．{FC30}{FFF1}{=00}{=40}
1	{FB00}{=01}{=68}{=00}{=00}{FCB0}{=00}{=00}{=00}{=01}{FC51}お兄ちゃん、{FFFE}魔族は　ひどいやつだよ。{FFFE}僕の　父さんも母さんも{FFFE}やつらに　殺されたんだ！{FC30}{FFF2}{=00}{=40}	{FB00}{=01}{=68}{=00}{=00}{FCB0}{=00}{=00}{=00}{=01}{FC51}Ｍｉｓｔｅｒ，{FFFE}ｔｈｅ　ｄｅｍｏｎｓ　ａｒｅ　ａｗｆｕｌ．{FFFE}Ｍｙ　ｆａｔｈｅｒ　ａｎｄ　ｍｏｔｈｅｒ，{FFFE}ｂｏｔｈ　ｋｉｌｌｅｄ　ｂｙ　ｔｈｅｍ！{FC30}{FFF2}{=00}{=40}
1	{FB00}{=01}{=67}{=00}{=00}{FCB0}{=00}{=00}{=00}{=01}{FC51}この島には、太古の昔{FFFE}大きな文明が栄えておった{FFFE}という話じゃ。{FFFE}{FC30}{FFF1}{=00}{=40}	{FB00}{=01}{=67}{=00}{=00}{FCB0}{=00}{=00}{=00}{=01}{FC51}Ｔｈｅｙ　ｓａｙ　ｔｈａｔ　ｉｎ　ｔｈｅ{FFFE}ａｎｃｉｅｎｔ　ｐａｓｔ　ａ　ｇｒｅａｔ{FFFE}ｃｉｖｉｌｉｓａｔｉｏｎ　ｔｈｒｉｖｅｄ{FFFE}ｏｎ　ｔｈｉｓ　ｉｓｌａｎｄ．{FC30}{FFF1}{=00}{=40}
1	{FB00}{=01}{=68}{=00}{=00}{FCB0}{=00}{=00}{=00}{=01}{FC51}魔族が　いなくなって{FFFE}この島にも　平和が{FFFE}やって来たって、{FFFE}みんな　喜んでるよ！{FC30}{FFF2}{=00}{=40}	{FB00}{=01}{=68}{=00}{=00}{FCB0}{=00}{=00}{=00}{=01}{FC51}Ｎｏｗ　ｔｈａｔ　ｔｈｅ　ｄｅｍｏｎｓ　ａｒｅ{FFFE}ｇｏｎｅ，　ｐｅａｃｅ　ｈａｓ　ｃｏｍｅ　ｔｏ{FFFE}ｔｈｉｓ　ｉｓｌａｎｄ　ｔｏｏ，　ａｎｄ{FFFE}ｅｖｅｒｙｏｎｅ’ｓ　ｄｅｌｉｇｈｔｅｄ！{FC30}{FFF2}{=00}{=40}
