# tl/script/batch_019.tsv — script_unique.txt DATA 465-469, 521-533, 584-598, 870-879
# (= FILE 470-474, 526-538, 589-603, 875-884; FILE = DATA + 5).
# 43 unique lines / 43 message instances, banks 3, 6, 7, 12, 25.
# Four scenes in three registers, kept apart:
#   465-469  bank 3   the Noro (hobbit) village: the shopkeeper, the absent village chief, and the
#                     old hobbit whose sons live in the Melzario forest.  ノロ tic (glossary §5/§18.1).
#   521-532  bank 6   the frog king's court: the soldier-recruiting audience, the refusal and
#                     out-of-Jewels branches, and his warning about the Empire's Black Horse Knight
#                     and its fire weapon.  Full-katakana source: ゲロゲロ → Ｒｉｂｂｉｔ plus §5's
#                     blunt, article-dropping register.
#   533, 584-598      bank 7 / bank 12: a chamberlain turning callers away while the King hunts,
#                     then the rough item shop (buy, sell, both refusal branches) and the polite
#                     shop's greeting and menu (its own run continues in batch_006).  No tic.
#   870-879  bank 25  the smithy: the closed notice, the greeting, material and stone selection,
#                     the forging, and the explanation offer.  ノロ tic; its next four messages
#                     (D880-883) are already shipped in batch_010.
# Format: <count>\t<japanese, byte-identical to script_unique.txt>\t<english>
1	{FB01}他に　用はないノロか？{FFFE}{FFF8}{=00}{=1A}	{FB01}Ｎｏｔｈｉｎｇ　ｅｌｓｅ，　ｎｙｏｒｏ？{FFFE}{FFF8}{=00}{=1A}
1	{FC51}大変なことに{FFFE}なったノロね。{FFFE}でも、我々は{FFFE}お前たちの味方ノロ！！{FCC0}{FB01}で、今日はどんな用ノロ？{FFFE}{FFF8}{=00}{=0E}	{FC51}Ｔｈｉｎｇｓ　ｈａｖｅ　ｔｕｒｎｅｄ{FFFE}ｇｒａｖｅ，　ｎｙｏｒｏ．{FFFE}Ｂｕｔ，　ｗｅ　ａｒｅ{FFFE}ｙｏｕｒ　ａｌｌｉｅｓ，　ｎｙｏｒｏ！！{FCC0}{FB01}Ｓｏ，　ｗｈａｔ　ｃａｎ　Ｉ　ｄｏ{FFFE}ｔｏｄａｙ，　ｎｙｏｒｏ？{FFFE}{FFF8}{=00}{=0E}
1	{FFF3}{=00}{=5B}{=00}{=01}{FB00}{=00}{=96}{=00}{=00}{FCB0}{=00}{=00}{=00}{=01}{FC51}おや？{FFFE}村長なら、お前たちに{FFFE}会うためにカーライン城へ{FFFE}行ったノロよ。{FCC0}{FFFE}行き違いになったノロね。{FC30}	{FFF3}{=00}{=5B}{=00}{=01}{FB00}{=00}{=96}{=00}{=00}{FCB0}{=00}{=00}{=00}{=01}{FC51}Ｏｈ？{FFFE}Ｔｈｅ　ｖｉｌｌａｇｅ　ｃｈｉｅｆ　ｈａｓ{FFFE}ｇｏｎｅ　ｔｏ　Ｃａｒｌｉｎｅ　Ｃａｓｔｌｅ{FFFE}ｔｏ　ｍｅｅｔ　ｙｏｕ，　ｎｙｏｒｏ．{FCC0}{FFFE}Ｙｏｕ　ｍｉｓｓｅｄ　ｅａｃｈ{FFFE}ｏｔｈｅｒ，　ｎｙｏｒｏ．{FC30}
1	{FB01}わしの息子は、{FFFE}カーライン東部にある{FFFE}メルザリオの森に{FFFE}住んでるノロ。{FCC0}{FFFE}遠く離れてさびしいのは{FFFE}やまやまノロが、{FFFE}元気でやってるみたいで{FFFE}何よりノロよ。{FC30}{FFF2}{=00}{=5E}{FFF8}{=00}{=0B}	{FB01}Ｍｙ　ｓｏｎ　ｌｉｖｅｓ{FFFE}ｉｎ　ｅａｓｔｅｒｎ　Ｃａｒｌｉｎｅ，{FFFE}ｉｎ　ｔｈｅ　Ｍｅｌｚａｒｉｏ{FFFE}ｆｏｒｅｓｔ，　ｎｙｏｒｏ．{FCC0}{FFFE}Ｉ　ｄｏ　ｍｉｓｓ　ｈｉｍ，　ｓｏ　ｆａｒ{FFFE}ａｗａｙ，　ｎｙｏｒｏ，{FFFE}ｂｕｔ　ｈｅ　ｓｅｅｍｓ　ｗｅｌｌ，　ａｎｄ{FFFE}ｔｈａｔ　ｉｓ　ｂｅｓｔ，　ｎｙｏｒｏ．{FC30}{FFF2}{=00}{=5E}{FFF8}{=00}{=0B}
1	{FB01}息子たちを助けてくれて、{FFFE}本当にありがとうノロ。{FFFE}{FFEC}{=00}{=00}には、{FFFE}心から感謝してるノロよ。{FC30}{FFF8}{=00}{=0B}	{FB01}Ｔｈａｎｋ　ｙｏｕ　ｔｒｕｌｙ　ｆｏｒ{FFFE}ｓａｖｉｎｇ　ｍｙ　ｓｏｎｓ，　ｎｙｏｒｏ．{FFFE}{FFEC}{=00}{=00}，　Ｉ　ａｍ　ｇｒａｔｅｆｕｌ{FFFE}ｆｒｏｍ　ｍｙ　ｈｅａｒｔ，　ｎｙｏｒｏ．{FC30}{FFF8}{=00}{=0B}
1	{FC51}ワレラノ　王ハ{FFFE}タダイマ　オヤスミ中。{FFFE}出直シテ　クルガイイ。{FFFE}ゲロゲロ。{FC30}	{FC51}Ｏｕｒ　Ｋｉｎｇ{FFFE}ｒｅｓｔｉｎｇ　ａｔ　ｐｒｅｓｅｎｔ．{FFFE}Ｃｏｍｅ　ａｇａｉｎ　ｌａｔｅｒ．{FFFE}Ｒｉｂｂｉｔ．{FC30}
1	{FB00}{=01}{=7E}{=00}{=00}{FCB0}{=00}{=00}{=00}{=01}{FFF5}{FC51}オ前ラ、イチバン。{FFFE}イチバン　ツヨイ奴、{FFFE}イチバン　エライ。{FFFE}{FCC0}{FB01}言ウコト、何デモ　キク。　{FFFE}{FFF8}{=00}{=02}	{FB00}{=01}{=7E}{=00}{=00}{FCB0}{=00}{=00}{=00}{=01}{FFF5}{FC51}Ｙｏｕ　ａｌｌ，　ｎｕｍｂｅｒ　ｏｎｅ．{FFFE}Ｎｕｍｂｅｒ　ｏｎｅ　ｓｔｒｏｎｇ　ｏｎｅｓ，{FFFE}Ｎｕｍｂｅｒ　ｏｎｅ　ｇｒｅａｔ．{FFFE}{FCC0}{FB01}Ｗｈａｔ　ｙｏｕ　ｓａｙ，　ｗｅ　ｄｏ．{FFFE}{FFF8}{=00}{=02}
1	{FFDF}{FFE2}{=00}{=3B}{=00}{=09}{FB01}ドレ　欲シイカ？{FFFE}{FFFA}{=00}{=00}{FFFB}{=00}{=05}{FFF6}{=00}{=00}{=00}{=06}{FFD5}{=00}{=08}{FFF8}{=00}{=04}	{FFDF}{FFE2}{=00}{=3B}{=00}{=09}{FB01}Ｗｈｉｃｈ　ｏｎｅ　ｙｏｕ　ｗａｎｔ？{FFFE}{FFFA}{=00}{=00}{FFFB}{=00}{=05}{FFF6}{=00}{=00}{=00}{=06}{FFD5}{=00}{=08}{FFF8}{=00}{=04}
1	{FB01}{FFEC}{=00}{=04}デ、{FFFE}イイカ？{FFFE}{FCC0}{FFEC}{=00}{=01}ジュエル　ナル。{FFFE}ＯＫ　カ？{FFFE}{FFFA}{=00}{=00}{FFE5}　はい{FFFE}　いいえ{FFFA}{=00}{=05}{FFF7}{=00}{=02}{=00}{=00}{=00}{=02}{FFF6}{=00}{=00}{=00}{=05}{FFF6}{=00}{=01}{=00}{=06}	{FB01}{FFEC}{=00}{=04}，{FFFE}Ａｌｌ　ｒｉｇｈｔ？{FFFE}{FCC0}{FFEC}{=00}{=01}　Ｊｅｗｅｌｓ．{FFFE}ＯＫ？{FFFE}{FFFA}{=00}{=00}{FFE5}　Ｙｅｓ{FFFE}　Ｎｏ{FFFA}{=00}{=05}{FFF7}{=00}{=02}{=00}{=00}{=00}{=02}{FFF6}{=00}{=00}{=00}{=05}{FFF6}{=00}{=01}{=00}{=06}
1	{FB01}{FFEB}{FFE4}{FFE3}ワレラ　ツヨイ奴　スキ。{FFFE}ツヨイ奴、イチバン。{FFFE}コイツラ　キット{FFFE}役ニタツ！　ゲロゲロ。{FCC0}{FFF8}{=00}{=0A}	{FB01}{FFEB}{FFE4}{FFE3}Ｗｅ　ｌｉｋｅ　ｓｔｒｏｎｇ　ｏｎｅｓ．{FFFE}Ｓｔｒｏｎｇ　ｏｎｅｓ，　ｎｕｍｂｅｒ{FFFE}ｏｎｅ．　Ｔｈｅｓｅ　ｓｕｒｅｌｙ{FFFE}ｕｓｅｆｕｌ！　Ｒｉｂｂｉｔ．{FCC0}{FFF8}{=00}{=0A}
