# tl/script/batch_013.tsv — wave 9
# Unit: the port town's tavern and item shop, the cake girl, and the old tutor's
# numbered 戦術講座 tactics-lecture series.  58 unique lines / 58 message instances /
# 4,211 readable JP characters.  Banks 28 (DATA 921–922) and 29 (DATA 923–978).
#
# NUMBERING: the ids below are DATA numbers — the 1-based index among non-blank,
# non-comment lines of dumps/script_unique.txt (tools/queue.py script_rows()).
# FILE = DATA + 5, constant, re-verified for this unit at DATA 921 → FILE 926 and
# DATA 978 → FILE 983.  Seven numbering conventions exist in this repo; this file
# uses DATA throughout and every citation in the PR body does too.
#
# SPEAKERS
#   DATA 921        a hobbit handing over scrap iron        — ノロ tic (§5, §18.1)
#   DATA 922        the would-be merchant of portrait 0164  — the same man batch_010
#                   renders at DATA 904; casual, contractions
#   DATA 923–926    a female 9th Army companion ransacking an empty house
#   DATA 927–948    Korneff the information broker (§21.1, §21.4) — rough, warm,
#                   contractions; DATA 941 names him
#   DATA 949–954    the cake girl of portrait 016A          — casual, contractions
#   DATA 955        a townsman; byte-identical readable text to a line batch_010
#                   already ships, and the English is reused byte-for-byte
#   DATA 956–978    the old tutor (わし / じゃ / のじゃ / じゃろう) — §26.7's register
#                   row: plain, old-fashioned instructional English, NO contractions
#                   anywhere; the same voice batch_005 gives DATA 984–988.
#
# The system vocabulary is NOT re-coined here: ウエイト値 → Ｗａｉｔ　ｔｉｍｅ comes from
# tl/battle/chunk_000.txt:5, and the ZOC / support / neutral / GUEST UNIT / ENTER
# wording from tl/script/batch_005.tsv (§26.3).
1	{FFF8}{=00}{=11}{FFE6}{FFF6}{=00}{=00}{=00}{=11}{FB00}{=00}{=9A}{=00}{=00}{FCB0}{=00}{=00}{=00}{=01}{FC51}兵隊さん、{FFFE}いいものやるノロ！{FFFE}この鉄クズ、{FFFE}使い道が　無いノロ。{FCC0}{FFFE}兵隊さんなら{FFFE}何かに利用できるかも{FFFE}知れないノロ。{FFFE}{FFDA}{=00}{=86}{FFF2}{=00}{=46}{FC30}	{FFF8}{=00}{=11}{FFE6}{FFF6}{=00}{=00}{=00}{=11}{FB00}{=00}{=9A}{=00}{=00}{FCB0}{=00}{=00}{=00}{=01}{FC51}Ｓｏｌｄｉｅｒｓ，{FFFE}Ａ　ｇｏｏｄ　ｇｉｆｔ，　ｎｙｏｒｏ！{FFFE}Ｔｈｉｓ　ｓｃｒａｐ　ｉｒｏｎ，{FFFE}ｎｏ　ｕｓｅ　ｔｏ　ｕｓ，　ｎｙｏｒｏ．{FCC0}{FFFE}Ｓｏｌｄｉｅｒｓ　ｌｉｋｅ　ｙｏｕ　ｍａｙ{FFFE}ｆｉｎｄ　ｓｏｍｅ　ｕｓｅ　ｆｏｒ　ｉｔ，{FFFE}ｎｙｏｒｏ．{FFFE}{FFDA}{=00}{=86}{FFF2}{=00}{=46}{FC30}
1	{FB00}{=01}{=64}{=00}{=00}{FCB0}{=00}{=00}{=00}{=01}{FC51}ええっ！？{FFFE}タダで　船に{FFFE}乗っけてくれるって？{FFFE}そいつは驚きだ！{FCC0}{FFFE}いやぁ、やっぱり{FFFE}頼んでみるもんだな。{FFFE}これで商売ができるよ。{FFFE}ありがとう、感謝するぜ。{FC30}{FFF2}{=00}{=3C}	{FB00}{=01}{=64}{=00}{=00}{FCB0}{=00}{=00}{=00}{=01}{FC51}Ｅｈｈ！？{FFFE}Ｙｏｕ’ｌｌ　ｔａｋｅ　ｍｅ　ａｂｏａｒｄ{FFFE}ｆｒｅｅ？{FFFE}Ｎｏｗ　ｔｈａｔ’ｓ　ａ　ｓｕｒｐｒｉｓｅ！{FCC0}{FFFE}Ｗｅｌｌ，　ｉｔ　ｒｅａｌｌｙ　ｄｏｅｓ{FFFE}ｐａｙ　ｔｏ　ａｓｋ，　ａｆｔｅｒ　ａｌｌ．{FFFE}Ｎｏｗ　Ｉ　ｃａｎ　ｄｏ　ｂｕｓｉｎｅｓｓ．{FFFE}Ｔｈａｎｋ　ｙｏｕ，　ｔｒｕｌｙ．{FC30}{FFF2}{=00}{=3C}
1	{FFF3}{=00}{=5C}{=00}{=05}{FB00}{=00}{=06}{=00}{=00}{FB00}{=00}{=EA}{=00}{=01}{FB00}{=00}{=EB}{=00}{=02}{FC51}家の中は{FFFE}静まり返っている・・・。{FCC0}{FB01}{FCB0}{=00}{=00}{=00}{=01}どうやら、{FFFE}留守みたいね。{FFF3}{=00}{=55}{=00}{=00}{FCC0}{FFFE}あら？{FFFE}でも、{FFFE}鍵が　あいてる・・・。{FFFE}不用心ね〜。{FCC0}{FFFE}ね、{FFEC}{=00}{=00}、{FFFE}家探し　してみようか？{FFFE}{FFFA}{=00}{=00}　してみる{FFFE}　やめとく{FFFA}{=00}{=05}{FFF7}{=00}{=02}{=00}{=00}{=00}{=02}{FFF6}{=00}{=00}{=00}{=02}{FFF6}{=00}{=01}{=00}{=03}	{FFF3}{=00}{=5C}{=00}{=05}{FB00}{=00}{=06}{=00}{=00}{FB00}{=00}{=EA}{=00}{=01}{FB00}{=00}{=EB}{=00}{=02}{FC51}Ｔｈｅ　ｈｏｕｓｅ　ｉｓ{FFFE}ｑｕｉｔｅ　ｓｉｌｅｎｔ．．．．{FCC0}{FB01}{FCB0}{=00}{=00}{=00}{=01}Ｌｏｏｋｓ　ｌｉｋｅ{FFFE}ｔｈｅｙ’ｒｅ　ｏｕｔ．{FFF3}{=00}{=55}{=00}{=00}{FCC0}{FFFE}Ｍｙ？{FFFE}Ｂｕｔ，{FFFE}ｔｈｅ　ｄｏｏｒ’ｓ　ｕｎｌｏｃｋｅｄ．．．．{FFFE}Ｈｏｗ　ｃａｒｅｌｅｓｓ　ｏｆ　ｔｈｅｍ．{FCC0}{FFFE}Ｓａｙ，　{FFEC}{=00}{=00}，{FFFE}ｓｈａｌｌ　ｗｅ　ｓｅａｒｃｈ　ｉｔ？{FFFE}{FFFA}{=00}{=00}　Ｌｅｔ’ｓ　ｌｏｏｋ{FFFE}　Ｌｅａｖｅ　ｉｔ{FFFA}{=00}{=05}{FFF7}{=00}{=02}{=00}{=00}{=00}{=02}{FFF6}{=00}{=00}{=00}{=02}{FFF6}{=00}{=01}{=00}{=03}
1	{FFE6}{FFF6}{=00}{=00}{=00}{=04}{FB01}そうよね、やっぱ、{FFFE}タンスとか本棚があったら{FFFE}しらべてみるのが{FFFE}基本ってもんよね。{FCC0}{FFFE}よ〜し、{FFFE}家探し、家探しっと。{FC30}{FFFD}{FC51}{FFFA}{=00}{=04}・・・・・・・・・・{FFFA}{=00}{=00}{FCC0}{FB01}{FCB0}{=00}{=02}{=00}{=01}何だか、珍しいものは{FFFE}いっぱい　あったけど、{FFFE}役に立ちそうなものは{FFFE}少なかったなあ。{FCC0}{FCB0}{=00}{=00}{=00}{=01}{FFFE}とりあえず、{FFFE}『こおりのゆびわ』を{FFFE}見つけたから、{FFFE}もらっとこうね。{FFDA}{=00}{=82}{FFF2}{=00}{=55}{FC30}	{FFE6}{FFF6}{=00}{=00}{=00}{=04}{FB01}Ｔｈａｔ’ｓ　ｔｒｕｅ．　Ｏｆ　ｃｏｕｒｓｅ{FFFE}ｉｆ　ｔｈｅｒｅ’ｓ　ａ　ｃｈｅｓｔ　ｏｒ　ａ{FFFE}ｂｏｏｋｃａｓｅ，　ａ　ｌｏｏｋ　ｉｎ{FFFE}ｉｓ　ｏｎｌｙ　ｔｈｅ　ｂａｓｉｃｓ．{FCC0}{FFFE}Ｒｉｇｈｔ，{FFFE}ａ　ｓｅａｒｃｈ，　ａ　ｓｅａｒｃｈ．{FC30}{FFFD}{FC51}{FFFA}{=00}{=04}．．．．．．．．．．{FFFA}{=00}{=00}{FCC0}{FB01}{FCB0}{=00}{=02}{=00}{=01}Ｔｈｅｒｅ　ｗｅｒｅ　ｌｏｔｓ　ｏｆ　ｒａｒｅ{FFFE}ｔｈｉｎｇｓ　ｉｎ　ｔｈｅｒｅ，　ｂｕｔ{FFFE}ｎｏｔ　ｍｕｃｈ　ｔｈａｔ　ｌｏｏｋｅｄ{FFFE}ｌｉｋｅｌｙ　ｔｏ　ｂｅ　ｕｓｅｆｕｌ．{FCC0}{FCB0}{=00}{=00}{=00}{=01}{FFFE}Ｆｏｒ　ｎｏｗ，{FFFE}ｓｉｎｃｅ　Ｉ’ｖｅ　ｆｏｕｎｄ　ａｎ{FFFE}“Ｉｃｅ　Ｒｉｎｇ”，{FFFE}ｌｅｔ’ｓ　ｔａｋｅ　ｉｔ．{FFDA}{=00}{=82}{FFF2}{=00}{=55}{FC30}
1	{FCB0}{=00}{=02}{=00}{=01}{FB01}ん〜、確かに、{FFFE}見つかったりしたら{FFFE}大変だもんね。{FFFE}やめとこっか。{FC30}	{FCB0}{=00}{=02}{=00}{=01}{FB01}Ｈｍｍ，　ｔｒｕｌｙ，{FFFE}ｉｔ’ｄ　ｂｅ　ｔｅｒｒｉｂｌｅ　ｉｆ　ｗｅ{FFFE}ｗｅｒｅ　ｆｏｕｎｄ　ｏｕｔ．{FFFE}Ｌｅｔ’ｓ　ｌｅａｖｅ　ｉｔ．{FC30}
1	{FB01}でも、アイテムが{FFFE}いっぱいみたいだよ。{FFFE}また今度にしようよ。{FFFE}{FC30}	{FB01}Ｂｕｔ　ｉｔ　ｌｏｏｋｓ　ｌｉｋｅ　ｔｈｅｒｅ{FFFE}ａｒｅ　ｐｌｅｎｔｙ　ｏｆ　ｉｔｅｍｓ．{FFFE}Ｌｅｔ’ｓ　ｃｏｍｅ　ｂａｃｋ　ａｇａｉｎ．{FFFE}{FC30}
1	{FB00}{=00}{=2C}{=00}{=00}{FCB0}{=00}{=00}{=00}{=01}{FC51}よう　{FFEC}{=00}{=00}、{FFFE}よく来たな。{FCC0}{FB01}で、用件は　何だ？{FFFE}{FFF8}{=00}{=06}	{FB00}{=00}{=2C}{=00}{=00}{FCB0}{=00}{=00}{=00}{=01}{FC51}Ｈｅｙ，　{FFEC}{=00}{=00}，{FFFE}ｇｏｏｄ　ｏｆ　ｙｏｕ　ｔｏ　ｃｏｍｅ．{FCC0}{FB01}Ｎｏｗ，　ｗｈａｔ’ｓ　ｙｏｕｒ{FFFE}ｂｕｓｉｎｅｓｓ？{FFF8}{=00}{=06}
1	{FFFA}{=00}{=00}　探してる物がある{FFFE}　最近の情報を聞きたい{FFFE}　特にない{FFFA}{=00}{=05}{FFF7}{=00}{=03}{=00}{=00}{=00}{=01}{FFF6}{=00}{=00}{=00}{=09}{FFF6}{=00}{=01}{=00}{=1B}{FFF6}{=00}{=02}{=00}{=08}	{FFFA}{=00}{=00}　Ｌｏｏｋｉｎｇ　ｆｏｒ　ｓｏｍｅｔｈｉｎｇ{FFFE}　Ｒｅｃｅｎｔ　ｉｎｆｏｒｍａｔｉｏｎ{FFFE}　Ｎｏｔｈｉｎｇ　ｉｎ　ｐａｒｔｉｃｕｌａｒ{FFFA}{=00}{=05}{FFF7}{=00}{=03}{=00}{=00}{=00}{=01}{FFF6}{=00}{=00}{=00}{=09}{FFF6}{=00}{=01}{=00}{=1B}{FFF6}{=00}{=02}{=00}{=08}
1	{FB01}他に、聞きたいことは？{FFFE}{FFF8}{=00}{=06}	{FB01}Ａｎｙｔｈｉｎｇ　ｅｌｓｅ　ｔｏ　ａｓｋ？{FFFE}{FFF8}{=00}{=06}
1	{FB01}そうか。{FFFE}じゃ、またな。{FC30}	{FB01}Ｉ　ｓｅｅ．{FFFE}Ｓｅｅ　ｙｏｕ，　ｔｈｅｎ．{FC30}
1	{FB01}何を　探してるんだ？{FCC0}{FFFA}{=00}{=00}{FB01}{FFF3}{=00}{=1E}{=00}{=0D}{FFF3}{=00}{=16}{=00}{=0C}{FFF3}{=00}{=56}{=00}{=0B}{FFF3}{=00}{=15}{=00}{=0A}{FFF8}{=00}{=0D}	{FB01}Ｗｈａｔ　ａｒｅ　ｙｏｕ　ａｆｔｅｒ？{FCC0}{FFFA}{=00}{=00}{FB01}{FFF3}{=00}{=1E}{=00}{=0D}{FFF3}{=00}{=16}{=00}{=0C}{FFF3}{=00}{=56}{=00}{=0B}{FFF3}{=00}{=15}{=00}{=0A}{FFF8}{=00}{=0D}
