# Riot Stars main-script translation batch 004
# script_unique.txt lines 142-184 — the sword (142-164) and spear (167-184)
#   entries of the equipment description table; every line ending  攻撃力＋ＮＮ
#   with no  ジェムタイプ  suffix.  The interleaved lines batch_003 already
#   shipped (145, 158, 159, 165, 166, 169, 177, 181, 182) are not repeated here.
# 34 unique lines, 21 instances each = 714 message instances.
# Format:  <count>\t<japanese source message>\t<english replacement>
# The count column is optional and ignored by assemble.py.
# Japanese keys are copied byte-for-byte from script_unique.txt, i.e. without {FFFF}.

21	軽くて長い曲刃の剣。{FFFE}攻撃力＋２	Ａ　ｌｏｎｇ，　ｌｉｇｈｔ{FFFE}ｃｕｒｖｅｄ　ｓｗｏｒｄ．{FFFE}Ａｔｋ＋２
21	多くの兵士が愛用する一般的な剣。{FFFE}攻撃力＋４	Ａ　ｃｏｍｍｏｎ　ｓｗｏｒｄ　ｍａｎｙ{FFFE}ｓｏｌｄｉｅｒｓ　ｆａｖｏｕｒ．{FFFE}Ａｔｋ＋４
21	青龍の鱗からつくった片刃の剣。{FFFE}攻撃力＋８	Ａ　ｓｉｎｇｌｅ‐ｅｄｇｅｄ　ｓｗｏｒｄ{FFFE}ｏｆ　ｂｌｕｅ　ｄｒａｇｏｎ　ｓｃａｌｅｓ．{FFFE}Ａｔｋ＋８
21	持つ者に炎の守護をもたらす剣。{FFFE}攻撃力＋４	Ａ　ｆｉｒｅ‐ｗａｒｄｉｎｇ　ｓｗｏｒｄ．{FFFE}Ａｔｋ＋４
21	持つ者に炎の守護をもたらす剣。{FFFE}攻撃力＋５	Ａ　ｆｉｒｅ‐ｗａｒｄｉｎｇ　ｓｗｏｒｄ．{FFFE}Ａｔｋ＋５
21	持つ者に炎の守護をもたらす剣。{FFFE}攻撃力＋６	Ａ　ｆｉｒｅ‐ｗａｒｄｉｎｇ　ｓｗｏｒｄ．{FFFE}Ａｔｋ＋６
21	すべてを焼き尽くす強力な火炎剣。{FFFE}攻撃力＋１５	Ａ　ｐｏｗｅｒｆｕｌ　ｆｌａｍｅ　ｓｗｏｒｄ{FFFE}ｂｕｒｎｉｎｇ　ａｌｌ　ｔｏ　ａｓｈ．{FFFE}Ａｔｋ＋１５
21	触れる者を凍らせる冷気の剣。{FFFE}攻撃力＋４	Ａ　ｃｏｌｄ　ｓｗｏｒｄ　ｆｒｅｅｚｉｎｇ{FFFE}ａｔ　ａ　ｔｏｕｃｈ．{FFFE}Ａｔｋ＋４
21	触れる者を凍らせる冷気の剣。{FFFE}攻撃力＋５	Ａ　ｃｏｌｄ　ｓｗｏｒｄ　ｆｒｅｅｚｉｎｇ{FFFE}ａｔ　ａ　ｔｏｕｃｈ．{FFFE}Ａｔｋ＋５
21	触れる者を凍らせる冷気の剣。{FFFE}攻撃力＋６	Ａ　ｃｏｌｄ　ｓｗｏｒｄ　ｆｒｅｅｚｉｎｇ{FFFE}ａｔ　ａ　ｔｏｕｃｈ．{FFFE}Ａｔｋ＋６
21	抜き取ると冷気を出す伝説の名刀。{FFFE}攻撃力＋１０	Ａ　ｌｅｇｅｎｄａｒｙ　ｂｌａｄｅ{FFFE}ｃｏｌｄ　ｗｈｅｎ　ｄｒａｗｎ．{FFFE}Ａｔｋ＋１０
21	雷神の電磁場を作り出す電気の剣。{FFFE}攻撃力＋４	Ａ　ｓｗｏｒｄ　ｒａｉｓｉｎｇ　ｔｈｅ{FFFE}ｔｈｕｎｄｅｒ　ｇｏｄ’ｓ　ｆｉｅｌｄ．{FFFE}Ａｔｋ＋４
