# Riot Stars main-script translation batch 008
# script_unique.txt DATA lines 470-516 - 47 unique lines / 47 message instances / 1,577 JP chars.
#   "DATA line" = tools/queue.py script_rows() numbering: 1-based over script_unique.txt
#   with '#' comments and blank lines dropped.  FILE line (what grep -n prints) = data + 5,
#   so this unit is FILE lines 475-521.  glossary.md 9's wave-6 block uses the DATA index.
# Banks: 4 (lines 470-501, 32 instances) and 5 (lines 502-516, 15 instances).  Bank 3 is NOT
#   touched and bank 40 is NOT touched.  Bank 5 is the tight one - see the PR's Figures.
# Theme: the fairy camp at the fairy forest, and the court of Leverk - two recruit-and-gossip
#   interfaces sharing one skeleton (greeting, recruit/ask/nothing menu, "which one?",
#   price confirm, blessing, declined, not enough Jewels, ranks full, "nothing else?"),
#   plus the world-gossip lines each speaker gives under "Ask for information".
#   470-501  PHYLLIS, elder of the fairy forest (portrait 0x79).  glossary 14.6 fixes her
#            register: formal, warm, maternal, NO contractions.  Her three gossip lines are
#            488 (the peaceful island), 498 (the demons and the late Bishop of Farina).
#   502      a Leverk retainer: the King is out.
#   503-516  KING OF LEVERK (portrait 0x7B), 予 / おりますぞ / 来られよ / よろしかろう:
#            regal and old-fashioned, no contractions, no archaic English spelling
#            (glossary 7's village-elders rule).  511-516 are his six gossip lines.
# Seven groups share one visible text and are byte-identical in English by construction
#   (built by one generator, verified programmatically before push):
#   [472,483,493,504] [473,484,494] [474,485,495] [476,487,497]
#   [478,489,499]     [479,490,500] [480,491,501]  = 22 of the 47 lines, 32 distinct texts.
#   472/483/493/504 REUSE tl/script/batch_007.tsv L41/L51/L62 byte-for-byte (gate 6).
# Inserts: 474/485/495 carry {FFEC}{=00}{=04} (unit name) and {FFEC}{=00}{=01} (price).
#   Neither is counted by assemble.py or rowcheck.py - only {FFEC}{=00}{=00} is (7 cols).
#   Those 6 rows are BOUNDED, not measured; see the PR's Flags.
1	{FB00}{=01}{=79}{=00}{=00}{FCB0}{=00}{=00}{=00}{=01}{FC51}ようこそ、妖精の森へ！{FFFE}{FC30}	{FB00}{=01}{=79}{=00}{=00}{FCB0}{=00}{=00}{=00}{=01}{FC51}Ｗｅｌｃｏｍｅ　ｔｏ　ｔｈｅ{FFFE}ｆａｉｒｙ　ｆｏｒｅｓｔ！{FFFE}{FC30}
1	{FB00}{=01}{=79}{=00}{=00}{FCB0}{=00}{=00}{=00}{=01}{FFF5}{FC51}ようこそ、妖精の森へ！{FFFE}私は、{FFFE}この森の長、フィリス。{FFFE}{FCC0}{FB01}今日は　どんなご用？{FFFE}{FFF8}{=00}{=02}	{FB00}{=01}{=79}{=00}{=00}{FCB0}{=00}{=00}{=00}{=01}{FFF5}{FC51}Ｗｅｌｃｏｍｅ　ｔｏ　ｔｈｅ{FFFE}ｆａｉｒｙ　ｆｏｒｅｓｔ！　Ｉ　ａｍ{FFFE}Ｐｈｙｌｌｉｓ，　ｉｔｓ　ｅｌｄｅｒ．{FFFE}{FCC0}{FB01}Ｗｈａｔ　ｂｒｉｎｇｓ　ｙｏｕ　ｔｏｄａｙ？{FFFE}{FFF8}{=00}{=02}
1	{FFFA}{=00}{=00}　兵士を　補充したい{FFFE}　情報を　聞きたい{FFFE}　何でもない{FFF7}{=00}{=03}{=00}{=00}{=00}{=01}{FFFA}{=00}{=05}{FFF6}{=00}{=00}{=00}{=03}{FFF6}{=00}{=01}{=00}{=07}{FFF6}{=00}{=02}{=00}{=0B}	{FFFA}{=00}{=00}　Ｒｅｃｒｕｉｔ　ｓｏｌｄｉｅｒｓ{FFFE}　Ａｓｋ　ｆｏｒ　ｉｎｆｏｒｍａｔｉｏｎ{FFFE}　Ｎｏｔｈｉｎｇ{FFF7}{=00}{=03}{=00}{=00}{=00}{=01}{FFFA}{=00}{=05}{FFF6}{=00}{=00}{=00}{=03}{FFF6}{=00}{=01}{=00}{=07}{FFF6}{=00}{=02}{=00}{=0B}
1	{FFDF}{FFE2}{=00}{=3B}{=00}{=09}{FB01}どの妖精が　いいかしら？{FFFE}{FFFA}{=00}{=00}{FFFB}{=00}{=05}{FFF6}{=00}{=00}{=00}{=06}{FFD5}{=00}{=08}{FFF8}{=00}{=04}	{FFDF}{FFE2}{=00}{=3B}{=00}{=09}{FB01}Ｗｈｉｃｈ　ｆａｉｒｙ　ｗｉｌｌ　ｉｔ　ｂｅ？{FFFE}{FFFA}{=00}{=00}{FFFB}{=00}{=05}{FFF6}{=00}{=00}{=00}{=06}{FFD5}{=00}{=08}{FFF8}{=00}{=04}
1	{FB01}{FFEC}{=00}{=04}ね？{FFFE}{FCC0}{FFEC}{=00}{=01}ジュエルに{FFFE}なるけど、いいかしら？{FFFE}{FFFA}{=00}{=00}{FFE5}　はい{FFFE}　いいえ{FFFA}{=00}{=05}{FFF7}{=00}{=02}{=00}{=00}{=00}{=02}{FFF6}{=00}{=00}{=00}{=05}{FFF6}{=00}{=01}{=00}{=06}	{FB01}{FFEC}{=00}{=04}，　ｉｓ　ｉｔ？{FFFE}{FCC0}{FFEC}{=00}{=01}　Ｊｅｗｅｌｓ，{FFFE}ｉｓ　ｔｈａｔ　ａｌｌ　ｒｉｇｈｔ？{FFFE}{FFFA}{=00}{=00}{FFE5}　Ｙｅｓ{FFFE}　Ｎｏ{FFFA}{=00}{=05}{FFF7}{=00}{=02}{=00}{=00}{=00}{=02}{FFF6}{=00}{=00}{=00}{=05}{FFF6}{=00}{=01}{=00}{=06}
1	{FB01}{FFEB}{FFE4}{FFE3}この妖精たちが{FFFE}あなた方の{FFFE}力に　なりますように！{FFFE}{FC30}{FFF8}{=00}{=0A}	{FB01}{FFEB}{FFE4}{FFE3}Ｍａｙ　ｔｈｅｓｅ　ｆａｉｒｉｅｓ{FFFE}ｂｅ　ｏｆ　ｈｅｌｐ{FFFE}ｔｏ　ｙｏｕ　ａｌｌ！{FFFE}{FC30}{FFF8}{=00}{=0A}
1	{FB01}やめる？{FFFE}じゃ、しょうがないわね。{FFFE}{FC30}{FFF8}{=00}{=0A}	{FB01}Ｌｅａｖｅ　ｉｔ？{FFFE}Ｗｅｌｌ，　ｎｏｔｈｉｎｇ　ｆｏｒ　ｉｔ．{FFFE}{FC30}{FFF8}{=00}{=0A}
1	{FC51}{FB01}私たち　妖精には、{FFFE}傷ついた体を　いやす{FFFE}魔法が　使えます。{FFFE}{FCC0}その力が　あなた達の{FFFE}役に立つならば、{FFFE}いつでも{FFFE}ご協力いたしましょう。{FC30}{FFF8}{=00}{=0A}	{FC51}{FB01}Ｗｅ　ｆａｉｒｉｅｓ　ｃａｎ　ｕｓｅ{FFFE}ｍａｇｉｃ　ｔｈａｔ　ｈｅａｌｓ{FFFE}ｗｏｕｎｄｅｄ　ｂｏｄｉｅｓ．{FFFE}{FCC0}Ｉｆ　ｔｈａｔ　ｐｏｗｅｒ　ｉｓ{FFFE}ｏｆ　ｕｓｅ　ｔｏ　ｙｏｕ　ａｌｌ，{FFFE}ｗｅ　ｓｈａｌｌ　ｇｌａｄｌｙ　ｈｅｌｐ{FFFE}ａｔ　ａｎｙ　ｔｉｍｅ．{FC30}{FFF8}{=00}{=0A}
1	{FB01}あら？　ジュエルが{FFFE}足りない　みたいよ。{FFFE}残念だけど、{FFFE}またの　機会にね。{FC30}{FFF8}{=00}{=0A}	{FB01}Ｍｙ？　Ｙｏｕ　ｌｏｏｋ　ｓｈｏｒｔ{FFFE}ｏｆ　Ｊｅｗｅｌｓ．{FFFE}Ｉ　ａｍ　ａｆｒａｉｄ，{FFFE}ｃｏｍｅ　ｂａｃｋ　ａｎｏｔｈｅｒ　ｔｉｍｅ．{FC30}{FFF8}{=00}{=0A}
1	{FB01}あら？{FFFE}兵の数が　いっぱいよ。{FFFE}これ以上は、{FFFE}補充　できないわ。{FC30}{FFF8}{=00}{=0A}	{FB01}Ｍｙ？{FFFE}Ｙｏｕｒ　ｒａｎｋｓ　ａｒｅ　ｆｕｌｌ．{FFFE}Ｉ　ｃａｎｎｏｔ　ｒｅｃｒｕｉｔ{FFFE}ａｎｙ　ｍｏｒｅ．{FC30}{FFF8}{=00}{=0A}
1	{FC51}{FB01}他に　用はない？{FFFE}{FFF8}{=00}{=02}	{FC51}{FB01}Ｎｏｔｈｉｎｇ　ｅｌｓｅ？{FFFE}{FFF8}{=00}{=02}
1	{FC51}{FB01}そう。{FFFE}疲れたときは{FFFE}いつでもよってね。{FFFE}{FC30}{FFF5}	{FC51}{FB01}Ｉ　ｓｅｅ．{FFFE}Ｃａｌｌ　ｉｎ　ａｎｙ　ｔｉｍｅ{FFFE}ｙｏｕ　ａｒｅ　ｗｅａｒｙ．{FFFE}{FC30}{FFF5}
1	{FB00}{=01}{=79}{=00}{=00}{FCB0}{=00}{=00}{=00}{=01}{FFF5}{FC51}あら、だいぶ{FFFE}お疲れのようね。{FFFE}私たちの森で、{FFFE}休んでいって。{FCC0}{FB01}で、どんな　用かしら？{FFFE}{FFF8}{=00}{=0D}	{FB00}{=01}{=79}{=00}{=00}{FCB0}{=00}{=00}{=00}{=01}{FFF5}{FC51}Ｍｙ，　ｙｏｕ　ｌｏｏｋ{FFFE}ｑｕｉｔｅ　ｗｅａｒｙ．{FFFE}Ｒｅｓｔ　ａ　ｗｈｉｌｅ　ｈｅｒｅ{FFFE}ｉｎ　ｏｕｒ　ｆｏｒｅｓｔ．{FCC0}{FB01}Ｎｏｗ，　ｗｈａｔ　ｄｏ　ｙｏｕ　ｎｅｅｄ？{FFFE}{FFF8}{=00}{=0D}
1	{FFFA}{=00}{=00}　兵士を　補充したい{FFFE}　情報を　聞きたい{FFFE}　何でもない{FFF7}{=00}{=03}{=00}{=00}{=00}{=01}{FFFA}{=00}{=05}{FFF6}{=00}{=00}{=00}{=0E}{FFF6}{=00}{=01}{=00}{=12}{FFF6}{=00}{=02}{=00}{=16}	{FFFA}{=00}{=00}　Ｒｅｃｒｕｉｔ　ｓｏｌｄｉｅｒｓ{FFFE}　Ａｓｋ　ｆｏｒ　ｉｎｆｏｒｍａｔｉｏｎ{FFFE}　Ｎｏｔｈｉｎｇ{FFF7}{=00}{=03}{=00}{=00}{=00}{=01}{FFFA}{=00}{=05}{FFF6}{=00}{=00}{=00}{=0E}{FFF6}{=00}{=01}{=00}{=12}{FFF6}{=00}{=02}{=00}{=16}
1	{FFDF}{FFE2}{=00}{=3B}{=00}{=14}{FB01}どの妖精が　いいかしら？{FFFE}{FFFA}{=00}{=00}{FFFB}{=00}{=05}{FFF6}{=00}{=00}{=00}{=11}{FFD5}{=00}{=13}{FFF8}{=00}{=0F}	{FFDF}{FFE2}{=00}{=3B}{=00}{=14}{FB01}Ｗｈｉｃｈ　ｆａｉｒｙ　ｗｉｌｌ　ｉｔ　ｂｅ？{FFFE}{FFFA}{=00}{=00}{FFFB}{=00}{=05}{FFF6}{=00}{=00}{=00}{=11}{FFD5}{=00}{=13}{FFF8}{=00}{=0F}
1	{FB01}{FFEC}{=00}{=04}ね？{FFFE}{FCC0}{FFEC}{=00}{=01}ジュエルに{FFFE}なるけど、いいかしら？{FFFE}{FFFA}{=00}{=00}{FFE5}　はい{FFFE}　いいえ{FFFA}{=00}{=05}{FFF7}{=00}{=02}{=00}{=00}{=00}{=02}{FFF6}{=00}{=00}{=00}{=10}{FFF6}{=00}{=01}{=00}{=11}	{FB01}{FFEC}{=00}{=04}，　ｉｓ　ｉｔ？{FFFE}{FCC0}{FFEC}{=00}{=01}　Ｊｅｗｅｌｓ，{FFFE}ｉｓ　ｔｈａｔ　ａｌｌ　ｒｉｇｈｔ？{FFFE}{FFFA}{=00}{=00}{FFE5}　Ｙｅｓ{FFFE}　Ｎｏ{FFFA}{=00}{=05}{FFF7}{=00}{=02}{=00}{=00}{=00}{=02}{FFF6}{=00}{=00}{=00}{=10}{FFF6}{=00}{=01}{=00}{=11}
1	{FB01}{FFEB}{FFE4}{FFE3}彼女たちが{FFFE}あなた方の　疲れた体を{FFFE}いやして{FFFE}くれますように！{FC30}{FFF8}{=00}{=15}	{FB01}{FFEB}{FFE4}{FFE3}Ｍａｙ　ｔｈｅｙ　ｈｅａｌ{FFFE}ｔｈｅ　ｗｅａｒｉｎｅｓｓ{FFFE}ｉｎ　ｙｏｕｒ　ｂｏｄｉｅｓ，{FFFE}ａｌｌ　ｏｆ　ｙｏｕ！{FC30}{FFF8}{=00}{=15}
1	{FB01}やめる？{FFFE}じゃ、しょうがないわね。{FFFE}{FC30}{FFF8}{=00}{=15}	{FB01}Ｌｅａｖｅ　ｉｔ？{FFFE}Ｗｅｌｌ，　ｎｏｔｈｉｎｇ　ｆｏｒ　ｉｔ．{FFFE}{FC30}{FFF8}{=00}{=15}
1	{FB01}この大陸の　外に{FFFE}疲れを　いやしてくれる{FFFE}それはそれは　平和な島が{FFFE}あると　聞きます。{FCC0}{FFFE}何でも　そこは{FFFE}かたい暗礁に　守られた{FFFE}古代文明の　宝庫でも{FFFE}あるらしいわ。{FC30}{FFF8}{=00}{=15}	{FB01}Ｉ　ｈｅａｒ　ｔｈａｔ　ｂｅｙｏｎｄ{FFFE}ｔｈｉｓ　ｃｏｎｔｉｎｅｎｔ　ｌｉｅｓ　ａ{FFFE}ｍｏｓｔ　ｐｅａｃｅｆｕｌ　ｉｓｌａｎｄ{FFFE}ｔｈａｔ　ｈｅａｌｓ　ｗｅａｒｉｎｅｓｓ．{FCC0}{FFFE}Ａｎｄ　ｔｈｅｙ　ｓａｙ　ｉｔ　ｉｓ{FFFE}ｇｕａｒｄｅｄ　ｂｙ　ｈａｒｄ　ｒｅｅｆｓ，{FFFE}ａｎｄ　ａ　ｔｒｅａｓｕｒｅ‐ｈｏｕｓｅ　ｏｆ{FFFE}ａｎｃｉｅｎｔ　ｃｉｖｉｌｉｓａｔｉｏｎ．{FC30}{FFF8}{=00}{=15}
1	{FB01}あら？　ジュエルが{FFFE}足りない　みたいよ。{FFFE}残念だけど、{FFFE}またの　機会にね。{FC30}{FFF8}{=00}{=15}	{FB01}Ｍｙ？　Ｙｏｕ　ｌｏｏｋ　ｓｈｏｒｔ{FFFE}ｏｆ　Ｊｅｗｅｌｓ．{FFFE}Ｉ　ａｍ　ａｆｒａｉｄ，{FFFE}ｃｏｍｅ　ｂａｃｋ　ａｎｏｔｈｅｒ　ｔｉｍｅ．{FC30}{FFF8}{=00}{=15}
1	{FB01}あら？{FFFE}兵の数が　いっぱいよ。{FFFE}これ以上は、{FFFE}補充　できないわ。{FC30}{FFF8}{=00}{=15}	{FB01}Ｍｙ？{FFFE}Ｙｏｕｒ　ｒａｎｋｓ　ａｒｅ　ｆｕｌｌ．{FFFE}Ｉ　ｃａｎｎｏｔ　ｒｅｃｒｕｉｔ{FFFE}ａｎｙ　ｍｏｒｅ．{FC30}{FFF8}{=00}{=15}
1	{FB01}他に　用はない？{FFFE}{FFF8}{=00}{=0D}	{FB01}Ｎｏｔｈｉｎｇ　ｅｌｓｅ？{FFFE}{FFF8}{=00}{=0D}
1	{FB00}{=01}{=79}{=00}{=00}{FCB0}{=00}{=00}{=00}{=01}{FFF5}{FC51}外は　大変のようね。{FFFE}でも、この森は　大丈夫。{FFFE}きっと、あなた方の疲れを{FFFE}いやすことでしょう。{FCC0}{FB01}で、どんな　ご用かしら？{FFFE}{FFF8}{=00}{=18}	{FB00}{=01}{=79}{=00}{=00}{FCB0}{=00}{=00}{=00}{=01}{FFF5}{FC51}Ｉｔ　ｓｅｅｍｓ　ｈａｒｄ　ｏｕｔｓｉｄｅ．{FFFE}Ｂｕｔ　ｔｈｅ　ｆｏｒｅｓｔ　ｉｓ　ｓａｆｅ．{FFFE}Ｉｔ　ｗｉｌｌ　ｓｕｒｅｌｙ　ｈｅａｌ{FFFE}ｙｏｕｒ　ｗｅａｒｉｎｅｓｓ．{FCC0}{FB01}Ｎｏｗ，　ｗｈａｔ　ｉｓ　ｙｏｕｒ　ｎｅｅｄ？{FFFE}{FFF8}{=00}{=18}
1	{FFFA}{=00}{=00}　兵士を　補充したい{FFFE}　情報を　聞きたい{FFFE}　何でもない{FFF7}{=00}{=03}{=00}{=00}{=00}{=01}{FFFA}{=00}{=05}{FFF6}{=00}{=00}{=00}{=19}{FFF6}{=00}{=01}{=00}{=1D}{FFF6}{=00}{=02}{=00}{=21}	{FFFA}{=00}{=00}　Ｒｅｃｒｕｉｔ　ｓｏｌｄｉｅｒｓ{FFFE}　Ａｓｋ　ｆｏｒ　ｉｎｆｏｒｍａｔｉｏｎ{FFFE}　Ｎｏｔｈｉｎｇ{FFF7}{=00}{=03}{=00}{=00}{=00}{=01}{FFFA}{=00}{=05}{FFF6}{=00}{=00}{=00}{=19}{FFF6}{=00}{=01}{=00}{=1D}{FFF6}{=00}{=02}{=00}{=21}
